,user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url,,Drought,,Tip,Workshop,,Information,Motivation,Skills,,Subsidy,Bill,,Regulations,Behavioral,Incentives
758,161468853,1.15E+18,1562187591,COGWaterPower,"Is your pet afraid of fireworks? Follow these tips to keep them calm this #July4th:
-Tire them out during the day
-Keep them indoors
-Provide a safe place for them to retreat
-Keep windows &amp; curtains closed
-Make sure they're wearing ID tags (in case they get loose &amp; run away) https://t.co/4qj53ZVLQX",TweetDeck,140,NA,NA,NA,FALSE,TRUE,0,24,NA,NA,July4th,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193771633,CountyofLA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.15E+18,"Is your pet afraid of fireworks? Follow these tips to keep them calm this #July4th:
-Tire them out during the day
-Keep them indoors
-Provide a safe place for them to retreat
-Keep windows &amp; curtains closed
-Make sure they're wearing ID tags (in case they get loose &amp; run away) https://t.co/4qj53ZVLQX",1562187577,Twitter Web Client,22,24,193771633,CountyofLA,Los Angeles County,125925,4686,20390,Los Angeles County,Official account of Los Angeles County. Now vaccinating everyone 12 years and older #VaccinateLACounty,TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/COGWaterPower/status/1146523973615673344,Glendale Water & Power,"Glendale,CA","Official City of Glendale, CA Water & Power communications only. Report water and power outages and emergencies by calling 818-548-2011.",http://t.co/94EZSp7L7X,FALSE,6938,759,99,4751,291,1277939218,TRUE,http://t.co/94EZSp7L7X,http://www.glendalewaterandpower.com,NA,https://pbs.twimg.com/profile_banners/161468853/1469652972,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/1166858664830889984/dULD3Jwp_normal.jpg,,0,,,,,,,,,,,,,,
760,117560494,1.18E+18,1571321193,CityOfLomaLinda,"Celebrating the opening of 87 new apartments for low-income veterans in Loma Linda. SM Jill Hancock, Dept. Supervisors Kim Craig and Melissa Johnson joined Assemblyman James Ramos and Loma Linda Mayor Rhodes Rigsby to cut the ribbon. #ChooseToServe https://t.co/pjKcNdcZPP",Twitter Web App,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573916220,HomeDepotGR,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18E+18,"Celebrating the opening of 87 new apartments for low-income veterans in Loma Linda. SM Jill Hancock, Dept. Supervisors Kim Craig and Melissa Johnson joined Assemblyman James Ramos and Loma Linda Mayor Rhodes Rigsby to cut the ribbon. #ChooseToServe https://t.co/pjKcNdcZPP",1571254755,Twitter Web App,8,2,573916220,HomeDepotGR,The Home Depot Government Relations,5255,1251,1921,"Washington, DC",Building relationships with elected officials and helping Home Depot associates “make their OrangeVoice heard” by connecting them to the political process.,TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityOfLomaLinda/status/1184833077614235654,City of Loma Linda,"Loma Linda, CA",Residents and Friends-We apologize-Our City Twitter Account is not active at this time.,http://t.co/bqOzFD3Ndv,FALSE,1204,53,33,449,128,1267138509,FALSE,http://t.co/bqOzFD3Ndv,http://www.lomalinda-ca.gov,NA,https://pbs.twimg.com/profile_banners/117560494/1493251399,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/718375096/BG_splash_photo_normal.jpg,,0,,,,,,,,,,,,,,
761,39857211,4.66E+17,1399927543,CityofRedlands,"http://t.co/rPntrOjr08
The... http://t.co/bnIMHLzpfw",Facebook,52,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,"c(""redlandsca.granicus.com/DocumentViewer…"", ""fb.me/1pvMZnncq"")","c(""http://t.co/rPntrOjr08"", ""http://t.co/bnIMHLzpfw"")","c(""http://redlandsca.granicus.com/DocumentViewer.php?file=redlandsca_55fdcb41ece738c2cc84ef485465cc18.pdf&view=1"", ""http://fb.me/1pvMZnncq"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,und,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityofRedlands/status/465956003964395520,City of Redlands,"Redlands, CA","The City of Redlands is a charming community of 70,000 in San Bernardino County, California.",http://t.co/74ZyU9ztqv,FALSE,7603,131,159,2360,42,1242254249,FALSE,http://t.co/74ZyU9ztqv,http://www.cityofredlands.org/,NA,https://pbs.twimg.com/profile_banners/39857211/1421279533,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/210702525/CitylogoSM_Citrograph_11.15.04_normal.jpg,,0,,,,,,,,,,,,,,
762,932945646,1.33E+18,1605052725,PAUtilities,"It's not too late to sign up for tonight's webinar! From 6:30pm -7:30pm, learn about efficient heating and cooling options from the Home Efficiency Genie experts. Register for free at https://t.co/yJgo5S5u8Y https://t.co/1fH908nVfW",Twitter Web App,207,NA,NA,NA,FALSE,FALSE,3,1,NA,NA,NA,NA,eventbrite.com/e/city-of-palo…,https://t.co/yJgo5S5u8Y,http://eventbrite.com/e/city-of-palo-alto-utilities-virtual-workshop-tickets-114470099148,http://pbs.twimg.com/media/EmgCqQiVgAEHw8R.jpg,https://t.co/1fH908nVfW,https://twitter.com/PAUtilities/status/1326313375924539392/photo/1,photo,http://pbs.twimg.com/media/EmgCqQiVgAEHw8R.jpg,https://t.co/1fH908nVfW,https://twitter.com/PAUtilities/status/1326313375924539392/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PAUtilities/status/1326313375924539392,Palo Alto Utilities,City of Palo Alto,"Supplier of electricity, gas, water, & sewer services to Palo Alto residents & businesses. Celebrating over 125 years of service in 2021! Power to the people!",https://t.co/hi6TTBmVZG,FALSE,3879,684,77,3072,1785,1352322819,FALSE,https://t.co/hi6TTBmVZG,http://www.cityofpaloalto.org/utilities,NA,https://pbs.twimg.com/profile_banners/932945646/1608189917,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/961425414882144256/IjRP9-6d_normal.jpg,,0,,,,,,,,,,,,,,
763,33681341,3.62E+17,1375139513,CityofSunnyvale,@JimGriffith_SV I don't think that's a quote....,TweetDeck,48,3.62E+17,36609111,JimGriffith_SV,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36609111,JimGriffith_SV,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityofSunnyvale/status/361987470679752704,City of Sunnyvale,"Sunnyvale, CA",This account is only monitored during City hrs. Report issues to Access Sunnyvale (https://t.co/hBic1jnRpf) or 911 for emergencies.,http://t.co/Ms6dXvIB9Y,FALSE,9401,154,244,4861,261,1240264747,TRUE,http://t.co/Ms6dXvIB9Y,http://sunnyvale.ca.gov,NA,https://pbs.twimg.com/profile_banners/33681341/1608158247,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/887002592919773185/J6prfjK2_normal.jpg,,0,,,,,,,,,,,,,,
764,17369233,7.48E+17,1467216600,LVMWD,@CSU_WRPI Thanks for the RT,Twitter Web Client,27,NA,631384088,CSU_WRPI,FALSE,FALSE,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631384088,CSU_WRPI,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/LVMWD/status/748186768407597056,Las Virgenes MWD,"Calabasas, CA USA","Providing safe, reliable drinking water and wastewater treatment services to 65,000+ customers. Call (818) 251-2100 to report a water or sewer emergency.",http://t.co/2nlpsQJLTQ,FALSE,2207,1230,99,5599,5056,1226596594,FALSE,http://t.co/2nlpsQJLTQ,http://www.lvmwd.com,NA,https://pbs.twimg.com/profile_banners/17369233/1600866739,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1184593310524104705/uVvcEDju_normal.jpg,,0,,,,,,,,,,,,,,
766,106542303,8.65E+17,1494970231,SweetwaterAuth,"Join us for Customer Appreciation Day at @wcgarden this Sunday, May 21! Fun activities &amp; info from your agency! https://t.co/lyQM0v5v73",Hootsuite,139,NA,NA,NA,FALSE,FALSE,3,3,NA,NA,NA,NA,ow.ly/pXUO30bErrM,https://t.co/lyQM0v5v73,http://ow.ly/pXUO30bErrM,NA,NA,NA,NA,NA,NA,NA,NA,185343562,wcgarden,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/SweetwaterAuth/status/864593932998541315,Sweetwater Authority,"Chula Vista, California","Sweetwater Authority provides safe, reliable water service to approximately 189,000 residents of Chula Vista, National City and Bonita, CA",http://t.co/73YUs0veMw,FALSE,2051,731,54,1867,800,1263939684,FALSE,http://t.co/73YUs0veMw,http://www.sweetwater.org,NA,https://pbs.twimg.com/profile_banners/106542303/1446846257,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1242484381706407941/E4StV0Wf_normal.jpg,,0,,,,,,,,,,,,,,
767,921026940,6.13E+17,1435083483,AlamedaCountyWD,"Special Board Meeting: Event date: June 24, 2015 Event Time: 06:00 PM - 11:59 PM Location: 43885 S. Grimmer Blvd.… http://t.co/5i70pi2Wrr",dlvr.it,137,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,dlvr.it/BJRQrW,http://t.co/5i70pi2Wrr,http://dlvr.it/BJRQrW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/AlamedaCountyWD/status/613410706847723520,Alameda County WD,,Official tweet of the Alameda County Water District of California,http://t.co/Y0CNZVBrhV,FALSE,802,192,22,2727,1988,1351863301,FALSE,http://t.co/Y0CNZVBrhV,http://www.acwd.org,NA,https://pbs.twimg.com/profile_banners/921026940/1526577611,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1232687557663576070/CtrW51kP_normal.jpg,,0,,,,,,,,,,,,,,
771,34303800,1.37E+18,1614297904,PRCity,How safe do you think our roads are? The City is in the process of developing a Roadway Safety Plan. Please visit the link to learn about the effort and take the survey! https://t.co/53iyTuisJd https://t.co/oxil1MHIg8,Hootsuite Inc.,193,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,NA,NA,pasorobleslrsp.mysocialpinpoint.com,https://t.co/53iyTuisJd,https://pasorobleslrsp.mysocialpinpoint.com,http://pbs.twimg.com/media/EvHGi4mXEAQNq3Q.jpg,https://t.co/oxil1MHIg8,https://twitter.com/PRCity/status/1365090467612921857/photo/1,photo,http://pbs.twimg.com/media/EvHGi4mXEAQNq3Q.jpg,https://t.co/oxil1MHIg8,https://twitter.com/PRCity/status/1365090467612921857/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PRCity/status/1365090467612921857,City of Paso Robles,"Paso Robles, CA, 93446, USA",Official Twitter for The City of Paso Robles #PasoRobles #PasoLibrary  Please note: this account is not monitored on a 24 hour basis. Call 911 for emergencies.,http://t.co/835FFzyido,FALSE,4631,166,115,3010,145,1240414584,FALSE,http://t.co/835FFzyido,http://www.prcity.com,NA,https://pbs.twimg.com/profile_banners/34303800/1541709172,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/558023588247130112/ahLowW5T_normal.png,,0,,,,,,,,,,,,,,
772,602351816,1.07E+18,1544030070,CITYSEM,"Candles may seem to naturally complement holiday decorating, but used incorrectly they can also be very dangerous and cause home fires. If you decide to light candles this Holiday Season, please make sure to be mindful of #CandleSafety and #FireSafety. https://t.co/Wxktwaz7Lx https://t.co/7L493E1axf",Twitter Web Client,140,NA,NA,NA,FALSE,TRUE,0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21249970,CAL_FIRE,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07E+18,"Candles may seem to naturally complement holiday decorating, but used incorrectly they can also be very dangerous and cause home fires. If you decide to light candles this Holiday Season, please make sure to be mindful of #CandleSafety and #FireSafety. https://t.co/Wxktwaz7Lx https://t.co/7L493E1axf",1544029580,Twitter Web Client,121,81,21249970,CAL_FIRE,CAL FIRE,424808,70,19180,"Sacramento, CA",Official Twitter Account of CAL FIRE,TRUE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CITYSEM/status/1070365812899241984,CITY OF SO. EL MONTE,"South El Monte, California","Welcome to the official twitter page of the City of South El Monte, California.
Stay connected with community news and events in the CITY OF ACHIEVEMENT",https://t.co/1HTWl7fJMB,FALSE,2217,401,53,5549,754,1339118373,FALSE,https://t.co/1HTWl7fJMB,https://www.cityofsouthelmonte.org/,NA,https://pbs.twimg.com/profile_banners/602351816/1603118633,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/455858354460442624/q19FX7IP_normal.png,,0,,,,,,,,,,,,,,
773,2726510880,6.75E+17,1449710035,PalmdaleH2O,@VitaSeptic Thanks for the RT!,Twitter Web Client,30,6.75E+17,3580211476,VitaSeptic,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3580211476,VitaSeptic,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://api.twitter.com/1.1/geo/id/e868cf904e518ff4.json,Palmdale,"Palmdale, CA",city,United States,US,"c(NA, NA)","c(NA, NA)","c(-118.262388, -117.988004, -117.988004, -118.262388, 34.521165, 34.521165, 34.646093, 34.646093)",https://twitter.com/PalmdaleH2O/status/674758909454757888,Palmdale Water,"Palmdale, California","To view our Social Media Terms of Use Guidelines visit,
https://t.co/Q8BP8VFdxl.",http://t.co/tYmp4qbOSP,FALSE,702,179,14,1934,143,1407858623,FALSE,http://t.co/tYmp4qbOSP,http://palmdalewater.org/,NA,https://pbs.twimg.com/profile_banners/2726510880/1612366513,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/940754994340405248/bJ-pPk1W_normal.jpg,,0,,,,,,,,,,,,,,
774,34303800,1.24E+18,1584742446,PRCity,Grocery Store Hours for Seniors &amp; General Public https://t.co/2XGZ3HhAFc via @Nextdoor,Twitter Web Client,90,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,nextdoor.com/city/post/1411…,https://t.co/2XGZ3HhAFc,https://nextdoor.com/city/post/141196335,NA,NA,NA,NA,NA,NA,NA,NA,322207364,Nextdoor,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/PRCity/status/1241125893143052288,City of Paso Robles,"Paso Robles, CA, 93446, USA",Official Twitter for The City of Paso Robles #PasoRobles #PasoLibrary  Please note: this account is not monitored on a 24 hour basis. Call 911 for emergencies.,http://t.co/835FFzyido,FALSE,4631,166,115,3010,145,1240414584,FALSE,http://t.co/835FFzyido,http://www.prcity.com,NA,https://pbs.twimg.com/profile_banners/34303800/1541709172,http://abs.twimg.com/images/themes/theme16/bg.gif,http://pbs.twimg.com/profile_images/558023588247130112/ahLowW5T_normal.png,,0,,,,,,,,,,,,,,
776,41149912,1.01E+18,1528728651,IRWDnews,Great workshop today with Water UCI and IRWD. Thanks for the opportunity to present my research and I look forward to more workshops in the future! @IRWDnews @UCIrvine #rightscape #irvine #orangecounty #uci #drought #water #waterconservation https://t.co/Hzt63vJmKR,Sprout Social,140,NA,NA,NA,FALSE,TRUE,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476516494,kimberlyduong_,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01E+18,Great workshop today with Water UCI and IRWD. Thanks for the opportunity to present my research and I look forward to more workshops in the future! @IRWDnews @UCIrvine #rightscape #irvine #orangecounty #uci #drought #water #waterconservation https://t.co/Hzt63vJmKR,1528580086,Twitter Web Client,3,2,1476516494,kimberlyduong_,"Kimberly Duong, PhD",232,194,1243,"Los Angeles, CA","Civil engineer, climate scientist, water/drought expert | PhD, Civil & Environmental Engineering | @Climatepedia Executive Director | she/her | Views = my own",FALSE,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/IRWDnews/status/1006187008526635008,IRWDnews,"Irvine, CA; 949-453-5300","Irvine Ranch Water District provides water/sewer service to Irvine, parts of Lake Forest, Costa Mesa, Orange, Tustin, Santa Ana, Newport Beach, the canyons.",https://t.co/3WpyKtvFHw,FALSE,3774,2149,106,7120,948,1242750538,FALSE,https://t.co/3WpyKtvFHw,https://www.irwd.com/services,NA,https://pbs.twimg.com/profile_banners/41149912/1601596990,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/902967952504365056/4Y7DvTXW_normal.jpg,,0,,,,,,,,,,,,,,
778,38734174,1.10E+18,1550886804,BeingWaterWise,"#DYK @BeingWaterWise Operations staff take water samples daily, and conduct tests to ensure that our water meets federal and state regulations. The test data are placed into our annual Water Quality Report. For more info, go to https://t.co/agIOHOXxFP #bewaterwise #UseWaterWisely https://t.co/ypSfJ5P7Fm",Hootsuite Inc.,280,NA,NA,NA,FALSE,FALSE,5,2,NA,NA,"c(""DYK"", ""bewaterwise"", ""UseWaterWisely"")",NA,ca-wmwd2.civicplus.com/259/Water-Qual…,https://t.co/agIOHOXxFP,http://ca-wmwd2.civicplus.com/259/Water-Quality,http://pbs.twimg.com/media/D0DgZT3WsAAsWKx.jpg,https://t.co/ypSfJ5P7Fm,https://twitter.com/BeingWaterWise/status/1099125036135395328/photo/1,photo,http://pbs.twimg.com/media/D0DgZT3WsAAsWKx.jpg,https://t.co/ypSfJ5P7Fm,https://twitter.com/BeingWaterWise/status/1099125036135395328/photo/1,NA,38734174,BeingWaterWise,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/BeingWaterWise/status/1099125036135395328,Western MWD,"Riverside, CA","Providing water resource management and water, wastewater and recycled water services for nearly 1 million people in Inland SoCal. https://t.co/CfyosMq5dY.",https://t.co/JykrHfD3dX,FALSE,4506,382,146,6220,3689,1241813389,TRUE,https://t.co/JykrHfD3dX,http://wmwd.com,NA,https://pbs.twimg.com/profile_banners/38734174/1565890260,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1161435319356362752/KRWd4z-U_normal.jpg,,0,,,,,,,,,,,,,,
782,87299172,7679701765,1263324649,cityofmartinez,"Babysitters workshop next class will be on Monday, Jan. 25.  Call 372-3510 for info and to register. It is a great class for ages 11-14.",Twitter Web Client,136,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/cityofmartinez/status/7679701765,"City of Martinez, CA","Martinez, California","Est. in 1876, Martinez is the County seat of Contra Costa County.  It is located along the Sacramento and San Joaquin rivers in the central part of the County.",http://t.co/v35hIekrUp,FALSE,2982,78,90,2068,173,1257287104,FALSE,http://t.co/v35hIekrUp,http://www.cityofmartinez.org,NA,https://pbs.twimg.com/profile_banners/87299172/1436465611,http://abs.twimg.com/images/themes/theme13/bg.gif,http://pbs.twimg.com/profile_images/861623329265926144/IdlgvOeB_normal.jpg,,0,,,,,,,,,,,,,,
784,39857211,1.08E+17,1314661043,CityofRedlands,"State Farm Agent Jean Showalter LUTCF ChFC -- Redlands,CA http://t.co/ZQsEpHl",Facebook,77,NA,NA,NA,FALSE,FALSE,0,0,NA,NA,NA,NA,fb.me/K0x0SiSm,http://t.co/ZQsEpHl,http://fb.me/K0x0SiSm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/CityofRedlands/status/108322385324810240,City of Redlands,"Redlands, CA","The City of Redlands is a charming community of 70,000 in San Bernardino County, California.",http://t.co/74ZyU9ztqv,FALSE,7603,131,159,2360,42,1242254249,FALSE,http://t.co/74ZyU9ztqv,http://www.cityofredlands.org/,NA,https://pbs.twimg.com/profile_banners/39857211/1421279533,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/210702525/CitylogoSM_Citrograph_11.15.04_normal.jpg,,0,,,,,,,,,,,,,,
785,2334768636,7.31E+17,1463085492,vallecitoswater,"Drink more #TapWater with these unique water infusion recipes. 
https://t.co/RRmXS2msPB  #DrinkTap https://t.co/PhTiDOUl2K",Twitter Web Client,98,NA,NA,NA,FALSE,FALSE,1,0,NA,NA,"c(""TapWater"", ""DrinkTap"")",NA,huffingtonpost.com.au/entry/drink-mo…,https://t.co/RRmXS2msPB,http://www.huffingtonpost.com.au/entry/drink-more-water_us_5717b187e4b0479c59d6a6ec?ir=Taste%C2%A7ion%3Daustralia&utm_hp_ref=taste,http://pbs.twimg.com/media/CiSI-L1VAAE48zt.jpg,https://t.co/PhTiDOUl2K,https://twitter.com/vallecitoswater/status/730859641983242240/photo/1,photo,http://pbs.twimg.com/media/CiSI-L1VAAE48zt.jpg,https://t.co/PhTiDOUl2K,https://twitter.com/vallecitoswater/status/730859641983242240/photo/1,NA,NA,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c(NA, NA)","c(NA, NA)","c(NA, NA, NA, NA, NA, NA, NA, NA)",https://twitter.com/vallecitoswater/status/730859641983242240,Vallecitos Water 💦,"San Marcos, CA","Water & wastewater specialists, providing exceptional & sustainable services. Tweets only monitored during business hours. After-hours emergency #760-744-0461.",http://t.co/jpzVVWOP5F,FALSE,1279,388,43,4263,4510,1391934374,FALSE,http://t.co/jpzVVWOP5F,http://www.vwd.org,NA,https://pbs.twimg.com/profile_banners/2334768636/1551476808,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/885619217097031680/zkO9uwky_normal.jpg,,0,,,,,,,,,,,,,,
