,user_id,status_id,created_at,screen_name,text,Drought
580,41149912,1.21E+18,1577987461,IRWDnews,#Gardening tip of the day: Adjust sprinkler head positions and spray patterns to avoid watering sidewalks or structures and to provide necessary clearance over growing plants. Remove or correct obstructions that prevent sprinklers from distributing water evenly https://t.co/OTdGmLzr03,1
581,602351816,1.32E+18,1602791917,CITYSEM,"Living in Earthquake Country, you can never be too prepared. Below are some safety tips to keep your family and friends safe. https://t.co/eonYfoiluQ",0
582,352634089,1.37E+18,1614276462,CoastsideWater,"Six months ago today this photo (left) was taken from Pillar Point Harbor, at 8:41am. #CZULightningComplex darkened the morning skies and lit up the hills. We will be hosting a series of Wildfire Awareness Webinars via Zoom in April. We are here to help you prepare for wildfires. https://t.co/4wxLyUn1Kv",0
583,87299172,1.53E+18,1652491729,cityofmartinez,"(4/4) La Ciudad recomienda encarecidamente a los jugadores de tenis y pickleball que participen en ambas reuniones el 17 de mayo:
🖥️ Reunión Zoom Link para las 6 PM - https://t.co/eMxnHlqub8
🖥️ Reunión Zoom Link para las 7 PM - https://t.co/K8bRbSVeg7",0
584,602351816,9.21E+17,1508347638,CITYSEM,Have you registered for ShakeOut yet? We did! JOIN US in the world's largest earthquake drill on October 19:... https://t.co/86ZIFICLtG,0
585,2530661071,8.68E+17,1495844557,CityofVallejo,"Netflix series to film a second season in Vallejo, holding a casting call here https://t.co/MRT60qpo71 https://t.co/5TU4rc3j42",0
586,161468853,1.32E+18,1602612748,COGWaterPower,A quick way to save energy is by shutting blinds and curtains  to prevent the sun from heating up your home. See how else you can save at https://t.co/VeVw7x7ydi #MyGlendale https://t.co/i2h9IIhkm0,0
587,34303800,9.86E+17,1523900144,PRCity,Press Release: Summer Teen Volunteers Needed in the #PasoRoblesLibrary #PasoRobles https://t.co/UoANf2a3r2,0
589,602351816,8.75E+17,1497371796,CITYSEM,#BeatTheHeat ☀️by drinking plenty of water even if you don't feel thirsty! https://t.co/Ka35GSALlI,0
590,2584504255,1.04E+18,1536078660,CityofPismo,Pismo Beach Clam Festival / Pierfest https://t.co/6Tlkg0YSIF via @Nextdoor,0
591,34303800,1.24E+18,1585087162,PRCity,"Don’t forget, we are going live at 3:15 PM. Please watch live at https://t.co/HopDwDt4aR (no account needed) or on KCOY/KEYT and KSBY websites.",0
594,17369233,9.89E+17,1524695691,LVMWD,One of the best #LVMWD events of the year is when we celebrate Take Your Daughters and Sons to Work Day.  On these days kids get to see the #dedication and #hardwork their parents put in to make sure the #District is providing the most #reliable and #safest #drinking #water. https://t.co/kEAo4XpwOA,0
595,130282081,5.56E+17,1421438019,ElsinoreEddie,EVMWD/WESA is currently accepting applications for a Water Production Superintendent http://t.co/NFxXwseQdE,0
596,16262993,4300337751,1253659237,LongBeachWater,anytime :) RT @WaterWatchers: Felling very gratuitous today.. Thanks @LongBeachWater! ;-),0
597,161468853,9.43E+17,1513562742,COGWaterPower,"On the 5th day of Christmas, Glendale said to me... “Don’t throw away your old electronics!” Take them to the Recycling Center. Get more details at https://t.co/q9DsoBAFlZ #MyGlendale https://t.co/l2E34imEwJ",0
598,34303800,6.34E+17,1440101510,PRCity,Press Release:  Theft and Narcotics Arrest http://t.co/jUwwJg7Cpn,0
599,87299172,1.47E+18,1640278803,cityofmartinez,"El Martinez Senior Center agradece a Loaves and Fishes of Contra Costa, Golden Years Placement Agency, The Lodge of Glenn Cove y The Kensington por la comida y las golosinas que brindaron a 90 personas mayores. ¡Un agradecimiento especial a los voluntarios y al personal! https://t.co/k8Iq0OO6ct",0
600,161468853,9.20E+17,1508094721,COGWaterPower,"Join us on Thursday for Utility Day, the Annual Open House of our Utility Operations Center. Power Plant tours, free food, &amp; more! https://t.co/y1IN14rr04",0
601,39857211,3.25E+16,1296578797,CityofRedlands,The Redlands City Council meets today at 3 pm in the Council Chambers at 35 Cajon Street. View today's agenda... http://fb.me/uJYbdMGV,0
602,33681341,3.86E+17,1380815564,CityofSunnyvale,Some firefighters down from SFFD this year http://t.co/AGPnjdskLM,0
603,921026940,1.09E+18,1548824259,AlamedaCountyWD,Crews are working to isolate &amp; repair a water main leak on Warm Springs Blvd. between Brown Rd &amp; E. Warren Ave in #Fremont. Affected businesses have been notified. Thank you for your patience. #WarmSpringsBlvd #WarmSprings https://t.co/u1YsAforNG,0
604,16262993,26467256282,1286293059,LongBeachWater,"did we mention that the new rates went into affect this past week? Water rates remained the same, sewer rates up just a bit.",0
605,39857211,5.12E+17,1410907124,CityofRedlands,The National Weather Service has issued flash flood warnings for southwestern San Bernardino and Northwestern... http://t.co/NTjBUT0xPq,0
606,59612785,1.26E+18,1589840848,YLWD,"This week, we’re traveling along the State Water Project and highlighting the important infrastructure built to import water from the Delta.",0
607,385115091,1.57E+18,1663263407,tdpud,"OUTAGE UPDATE, 10:32am: a NV Energy transmission outage is the cause of the Glenshire outage. NV Energy crews are responding, but do not have an estimated restoration time yet.",0
608,305260616,6.47E+17,1443120546,venturawaterCA,"Got Drugs?  National Prescription Drug Take-Back Day is Sat. Sept. 26 from 10AM to 2PM, READ:... http://t.co/5Ga0mejj6h",0
609,16262993,6.66E+17,1447720790,LongBeachWater,"Flowers, pottery pairings &amp; plant patterns can say a lot about a garden.Be proud of yours, tweet us! #MakeoverMonday https://t.co/0pqTdvoCGi",0
610,33681341,2.43E+17,1346864482,CityofSunnyvale,"TRAFFIC ALERT: Caltrans El Camino, nite paving btwn Bay St to Bernardo, Sep 5, 10p-7a. http://t.co/hjtVL0kb",0
611,2327619312,8.55E+17,1492798574,DWAwater,This old man cactus is feelin' Friday! Here are some of his friends: https://t.co/iM7isOETW7 https://t.co/cSlsS9rW1Y,0
612,41149912,1.35E+18,1611256504,IRWDnews,"Extra water due to wildfires? IRWD customers, if you exceeded your water budget and received a higher than usual water bill due to firefighting efforts during recent wildfires, please contact Customer Service @ https://t.co/uwW9oLRJLM. You might be eligible for a bill adjustment.",0
613,30895301,7.26E+17,1461859451,CityofBenicia,"Prescription Drug Take-Back:  The countywide Prescription Drug Take-Back day is Saturday, 10AM – 2PM at Benicia... https://t.co/Xmtm7KDHuk",0
614,34303800,9.84E+17,1523475999,PRCity,Press Release: #PasoRobles Seeking Public Input on Downtown Parking https://t.co/MWNINUARo1,0
616,1551505850,3.73E+17,1377872296,SanJuanWtrDist,RT @NRDCWater: 70% of CA Irrigation Districts Fail to Complete Required Water Management Plans http://t.co/2D8bKjmPwl #cawater #farm,0
617,33681341,2.90E+17,1357865858,CityofSunnyvale,Sunnyvale City Council Agenda for Jan. 15 meeting now posted http://t.co/joB5XcBL,0
619,602351816,1.02E+18,1531262110,CITYSEM,"VACCO is @AIAA conference in Ohio. Come to see us at Booth #406. Our  President, Tony Gonzalez (pictured in the center), is in attendance!  #AIAAPropEnergy https://t.co/dHSjZgUF45",0
621,161468853,1.05E+18,1539729480,COGWaterPower,Low-income customers may be eligible for a $15 monthly bill discount through our Glendale Care program. Find out if you qualify &amp; download an app at https://t.co/K9j2CdO4f7 #MyGlendale,0
622,932945646,1.13E+18,1557435529,PAUtilities,"As part of the ﬁnal stretch of the Upgrade Downtown Project, University Avenue will be milled and repaved from Webster Street to High Street starting Monday, May 13 through Wednesday, May 15. The milling and paving will be divided into three phases.[1/3] https://t.co/DGFCn5Rn23 https://t.co/O8E0wj2hZJ",0
623,2334768636,1.56E+18,1660832438,vallecitoswater,"WATER MAIN BREAK: There is a water main break near the 1300 block of San Marcos Blvd near Pacific Street. Repairs may be completed by tonight (Thursday, August 18, 2022). One eastbound lane on San Marcos Blvd is closed. Use alternative routes to avoid traffic in the area. https://t.co/LMFS7ryyma",0
624,2327619312,8.34E+17,1487711272,DWAwater,This is good news for Coachella Valley water supply and for anyone who wanted to spend the Fourth of July on the slopes. https://t.co/Ck91QsRdQX,0
625,39857211,1.24E+17,1318368970,CityofRedlands,Redlands Firefighters used the Jaws of Life to extricate a driver following a single-vehicle collision Monday... http://t.co/dgOOVoj8,0
626,921026940,6.65E+17,1447441237,AlamedaCountyWD,Agenda: Agenda Update: Minutes added or updated https://t.co/sP0xkVDf71,0
627,2726510880,8.11E+17,1482169296,PalmdaleH2O,"Palmdale Water District is hosting a Blood Drive on January 3, 2017 from 9am-3pm. There are still appointment... https://t.co/mW0hpSLvlA",0
632,161468853,1.55E+18,1657667161,COGWaterPower,Check if you qualify to receive a $17.50 monthly discount on your electric bill through our Glendale Care program. Learn more &amp; download an application at https://t.co/VfxErro4Hf #myglendale #discounts #lowincome #SaveMoney https://t.co/he17E5c94m,0
633,106542303,6.98E+17,1455236428,SweetwaterAuth,High school student in our service area? Take awesome pics of water? Enter our HS Photo Contest! Deadline is 3/11/16 https://t.co/MxsOPRt9yN,0
635,2327619312,1.34E+18,1607387139,DWAwater,Paul Ortega is DWA’s newest board member. He was sworn into office Friday and now represents Division 4 which covers most of central and south Palm Springs. For more election info: https://t.co/g3b5lMHXnl. To find out what district you’re in: https://t.co/NKZjXCoB9j 💦✋ https://t.co/R1soyrRt6B,0
636,305260616,6.64E+17,1447184992,venturawaterCA,@WaterTrends  World wide short film competition.https://t.co/SYmkF4j0Zq  . Trying to inspire thoughts/actions about water conservation.#WT1,0
637,2334768636,1.56E+18,1659929442,vallecitoswater,Water Industry Wants You: The Center for Water Studies at @cuyamacacollege and San Diego County water agencies are hosting a FREE career day August 10 for military veterans looking to transition into the water &amp; wastewater industry. https://t.co/BW5ajHFaEc #cawater #workforwater https://t.co/WrGVivTvzr,0
638,41149912,9.92E+17,1525361418,IRWDnews,Careful basin management by #OCWD means increasing groundwater storage while still meeting the needs of our member agencies. Learn more: https://t.co/O3plgC53MM #waterwednesday #waterawarenessmonth https://t.co/7bsnlrIOXN,0
639,245885568,1.15E+18,1562110271,OtayWater,Thanks @LibertyNBC7SD! #vets #waterjobs #careers #miltarycareers @AMVETSHQ @CalAMVET @DAVHQ @VAVetBenefits @IVMFSyracuseU @GarySiniseFound @TMFoundation @CalVetWomenVets @MyCalVet @LACoDMVA,0
640,17369233,1.34E+18,1608330943,LVMWD,"2020 has brought changes for all of us.  If you have friends or family who have moved-in or moved-out during the pandemic, updating your resident count (how many people currently live in your home) ensures that your water budget is correct! Learn more at https://t.co/BiRonYzdvp https://t.co/6ZFyz7dJfc",0
641,17369233,1.10E+18,1550849966,LVMWD,"We had several reports of snow in portions of Ventura and LA Counties yesterday, including portions of the San Fernando Valley and Ventura County valleys, as well as some of the beaches around Malibu. #SoCal #LAweather #CAwx 
More information here: https://t.co/lYdy9Tdt1t",0
642,33681341,4.08E+17,1386032103,CityofSunnyvale,"Cold Weather Shelter opens tonight (Dec 2) from 6p - 6a at Ntnl. Guard Armory, 650 E. Maude http://t.co/760v9TkxJ2",0
643,2327619312,7.86E+17,1476200679,DWAwater,#TuesdayTip: Set mower blades to three inches and save 16-50 gallons a day.  https://t.co/bKJHwUEk2D #savewater #saveCA https://t.co/yVLGilbH9r,0
644,7.42E+17,1.20E+18,1574808296,CityofMadera,#SmallBizSat is coming! Join us in supporting the small businesses that make our community unique. Remember to #ShopSmall on Nov 30. What are your favorite places to shop in Madera? https://t.co/g9UmTbasKI,0
645,385115091,5.51E+17,1420153513,tdpud,Rebates to customers who purchase a qualifying high-water efficiency clothes washer. http://t.co/biP0jSqgz4 http://t.co/Ymzp0LaV46,0
646,7.42E+17,7.57E+17,1469225291,CityofMadera,@Support We received an e-mail our account is not eligible for verification. We meet all of the requirements outlined in help center? Help!,0
647,130282081,2.46E+17,1347378659,ElsinoreEddie,Looking for a year round bloomer that's waterwise and attracts humming birds and butterflies. Mimulus or 'Monkey Flower' is a great choice!,0
648,358288934,1.09E+17,1314901588,SantaCruzWater,Sep 1: Large leak on the irrigation at Pasatiempo Golf Course. Repairs are under way.  System shut down will... http://t.co/nRcj3Ru,0
649,161468853,1.09E+18,1549861725,COGWaterPower,"We are aware of the power outage near Chevy Chase, Adams and Glenoaks area. Our crews are responding. #MyGlendale.",0
650,305260616,4.71E+17,1401212218,venturawaterCA,"Come to the Community Potluck on Friday, May 30, 6:30pm to green network &amp; learn practical ways to reduce, reuse... http://t.co/nDPfZu5uwZ",0
651,30895301,7.87E+17,1476540006,CityofBenicia,I posted a new photo to Facebook https://t.co/Kw5BBNEnJx,0
652,2334768636,1.41E+18,1624551529,vallecitoswater,"“Thank you, San Diegans for everything you have done to make sure that we have enough water to meet the region’s needs now and for decades into the future,” said Water Authority Board Chair Gary Croucher. https://t.co/6Lg12magpB #cawater #staywatersmart https://t.co/i7IVW4W3IV",0
654,33681341,2.49E+17,1348249558,CityofSunnyvale,#spottheshuttle #endeavor Pic of flyover Sunnyvale City Hall http://t.co/kUcQa9LA,0
655,161468853,1.23E+18,1581693541,COGWaterPower,This Valentine's Day our employees showed their love for volunteering by preparing and serving breakfast bright and early for the Homeless clients at @AscenciaCA through our D.E.V.O.T.E #MyGlendale  #volunteering https://t.co/CsjQQmoVof,0
656,33681341,1.16E+18,1564499040,CityofSunnyvale,"Your input needed! Help build a new election system in #Sunnyvale

Join us TOMORROW (7/31) for a Council district mapping workshop to learn about legal req. for district maps &amp; develop options for district boundaries for Council consideration. #CVRA

Info: https://t.co/BhygOhWfdD https://t.co/ZDR5tgGE8q",0
657,161468853,1.25E+18,1586284691,COGWaterPower,Need a helping hand during the #COVID19 pandemic? We're here to help. Visit https://t.co/vbgIQ6oIlY to see if you qualify for $150 towards your utility bill or a deposit #MyGlendale https://t.co/c6lqr4im3S,0
658,41149912,9.19E+17,1507823341,IRWDnews,Check out these spooky plants for #Halloween decorating https://t.co/Bkg2MIsCCk,0
659,24053573,1.38E+18,1617209413,CCWD,"💧 Water Awareness Youth Art Contest 💧
Is your child or student a blossoming artist? Encourage them to enter our contest for a chance to be featured in our 2022 wall calendar and earn a $50 prize! Submit artwork by Friday, May 7 ➡ https://t.co/yUdbWN46E3 #waterawareness #art https://t.co/NQG8KAvHcv https://t.co/bZE77CO4Tg",0
660,161468853,9.71E+17,1520274000,COGWaterPower,"Learn about solar power and its benefits at the annual Solar Discovery Faire on Saturday, April 14. Join us for games, activities, music, &amp; more! https://t.co/CJdckFUoR0",0
661,2726510880,7.64E+17,1470938554,PalmdaleH2O,#School is starting. Use a reusable #waterbottle on your #backtoschool shopping list. #water https://t.co/0BzJZd55zi https://t.co/JTz7BUu9Pq,0
662,17369233,1.54E+18,1655507090,LVMWD,"Yes.  Your pool area is calculated into your OUTDOOR water budget.  Even with a 50% reduction in outdoor water budgets, you should be able to keep your pool full and, if not, consider the use of a pool cover to prevent evaporation and/or reduce water use in other locations. https://t.co/yTqcYq5lfm",0
663,106542303,1.24E+18,1585348117,SweetwaterAuth,"Our #waterpros are here and hard at work, following all recommended safety precautions like social distancing. Thank you 👏👏 to our Customer Service team, who continue to provide high-quality customer service as @SweetwaterAuth serves our community during the COVID-19 crisis. https://t.co/LmBPBqGARM",0
664,16262993,1586213380,1240419546,LongBeachWater,15 Future Wonders of Green Technology http://tinyurl.com/6ng8mn,0
665,34303800,7.68E+17,1471892318,PRCity,Updates at noon: https://t.co/aXO1yqwlM8 #ChimneyFire https://t.co/FoMarElgXE,0
666,39857211,1.24E+18,1585065657,CityofRedlands,Helpful tips from the County of San Bernardino. https://t.co/aNG1xTz8J4,0
667,1551505850,8.80E+17,1498751886,SanJuanWtrDist,Check out this video from @NASAEarth showing how this year’s rainfall has impacted CA landscapes.https://t.co/KP2Ii7O2Du.,0
668,130282081,7.28E+17,1462377319,ElsinoreEddie,Tap Water Day – Celebrating Southern California’s Tap Water Quality and Reliability https://t.co/2yanot16LM https://t.co/2YRPSZhoJr,0
669,161468853,1.45E+18,1633473432,COGWaterPower,"#PublicPower attorneys represent their utilities in court and before local governing bodies, state regulators, &amp; federal government agencies. As the ""people behind the power,"" legal staff are essential to helping keep the lights on! #PublicPowerWeek #CommunityPowered https://t.co/MES4G0eyvz",0
670,117560494,11311143594,1269960094,CityOfLomaLinda,"Water Shut Down - March 30, the water will  be shut down on Lawton St. until 5:00pm. It also affects Sage St., Valley View and Anderson Way.",0
671,17369233,9.39E+17,1512752066,LVMWD,"We are deeply saddened by the devastation being caused by the surrounding wildfires. Our thoughts continue to be with those affected. Thank you to City and County personnel, esp. the firefighters, who are working around the clock to keep residents safe. https://t.co/usqtpSiMM7",0
672,17369233,7.56E+17,1469148545,LVMWD,@bewaterwiseh2o Thanks for the RT,0
673,17369233,7.67E+17,1471621650,LVMWD,Last day to apply for our Finance Manager position ($49.95-$69.93/hr)! https://t.co/h3mF9K7SWs #jobs https://t.co/bqXKQNjZm2,0
675,41149912,1.08E+18,1546209003,IRWDnews,"What a Water Year It Was:  We secured a $67.5 million grant from the California Water Commission to enhance water banking projects in Kern County, which serve as emergency water supplies for our customers. https://t.co/u7AEUifOsx",0
676,59612785,1.50E+18,1647469340,YLWD,"The Board of Directors invites you to workshop meetings to review topics related to the development of the District's Operating Budget for Fiscal Year 2022-23. For more information, please visit https://t.co/azJJXUqFqk https://t.co/OQIkvNABnb",0
678,2327619312,1.24E+18,1583851586,DWAwater,"It's wet out there. Don't be the only one on the block with sprinklers on during the rain!

Apply for an incentive for weather-based controller today https://t.co/ozyFchP5K3 https://t.co/xlzykKDXr6",1
679,41149912,1.48E+18,1642021214,IRWDnews,Hoag Hospital Irvine implemented a comprehensive Water Management Plan to ensure compliance with today’s more-efficient water-use standards in healthcare and is recognized as an IRWD WaterStar-certified business. Find out more at https://t.co/wrt6tZOZQj #waterislife https://t.co/zWzdNDrYNA,0
680,2584504255,5.88E+17,1428944864,CityofPismo,Moderate gale-force to fresh gale-force (32- to 46-mph) NW winds along the #SLO coastline Tuesday afternoon. #CaWx http://t.co/ZHf4xODBof,0
681,7.46E+17,9.87E+17,1524085082,MarinaCoastH2O,"ICYMI - Marina Mayor Bruce Delgado: When it comes to water, be a good neighbor https://t.co/oHzhRWkW0B",0
682,2530661071,1.25E+18,1585774048,CityofVallejo,"#ICYMI: Due to the #CARESAct, small businesses &amp; non-profits can get up to a $10,000 advance on an Economic Injury Disaster Loan even if previous applications were declined or are still pending. #COVID19

👉Apply now: https://t.co/VNSRbUfu5Q
👉Learn more: https://t.co/18P7pOPxWI",0
683,2334768636,1.28E+18,1594410466,vallecitoswater,"We don't want to do it, friends! We were asked to post a 🤢 photo of disinfecting wipes, ""flushable"" wipes, paper towels, etc.. clogging our wastewater pumps. We've seen an increase during COVID &amp; need to spread the word that these items are not flushable/can cause sewer spills💩 https://t.co/WYaeTWT2CH",0
684,34303800,4.86E+17,1404766062,PRCity,traffic accident hwy 46E / Golden hill Rd from Paso Robles Police Department : Nixle http://t.co/0XDzVuome2 via @sharethis,0
685,932945646,6.17E+17,1436022862,PAUtilities,"Power outage btwn Middlefield/Alma, Embarcadero &amp; El Carmelo. Cause unknown. Crew is checking overhead wires. Restoration est w/in 2 hours.",0
686,41149912,1.16E+18,1565742901,IRWDnews,"Throwback: A look at a resident tour from earlier this year.  Tours are hosted by an IRWD board member and are designed to give residents an opportunity to learn more about IRWD, encourage an open dialogue, and to answer questions regarding the District. https://t.co/7L0WgL4XwN",0
687,161468853,1.06E+18,1541538141,COGWaterPower,It's #ElectionDay! Make sure to head to the polls and vote. Find your polling place and brush up on different state and local measures by visiting https://t.co/hzK55icpGE https://t.co/swRuuGFo73,0
688,16262993,5.05E+17,1409325112,LongBeachWater,"Get you groove on #LongBeach! This fan-inspired ""Save The Nation"" song by Efrin Garcia is the Long Beach Water... http://t.co/vXVJH43QED",0
689,602351816,1.41E+18,1624394814,CITYSEM,"The countywide ban on #evictions for residential and commercial tenants impacted by COVID-19 has been extended through September 30, 2021. 

Call 833-223-RENT and talk to a rent counselor for more info. We're open M-F 8am-4:30pm! https://t.co/8Wizm37b7H",0
690,39857211,1.56E+18,1661954409,CityofRedlands,"Want to be a Water Saving Hero? Help Storm Surfer by keeping our ground clean! Stop anyone from dumping bad things down the storm drain! For more info, visit https://t.co/vTcKt4fgAU. #water #save #waterconservationwednesday https://t.co/DfMq0PB9ig",1
691,87299172,1.05E+18,1539311225,cityofmartinez,Another great turnout at the Kiwanis and Senior Center Membership Meeting for the presentation on Martinez’s Measure X to maintain essential City services!  Thanks for hosting and thanks to those who attended! https://t.co/gJnhZYRhxu,0
692,41149912,9.40E+17,1513036621,IRWDnews,Quiz: What's Your #Mulch Personality? https://t.co/IeAS4deqY1 #Garden,0
693,59612785,1.18E+18,1569449281,YLWD,"Thank you to the Placentia Chamber of Commerce and the City of Placentia for hosting the Placentia State of the City - ""Do the Right Thing."" Honorable Rhonda Shader, Mayor, City of Placentia shared updates on new projects and developments happening in the city. https://t.co/k6t6aqwbyE",0
694,2726510880,5.03E+17,1408643702,PalmdaleH2O,July 2014 Arctic sea ice extent was 4th smallest for July #StateOfClimate http://t.co/GAc1cT2VJu http://t.co/zbVw1bZgJo,0
695,305260616,3.45E+17,1371139796,venturawaterCA,June News Flash from Whisenhunt Communications http://t.co/Y6lvEgL5QS,0
696,33681341,3.63E+17,1375311660,CityofSunnyvale,@DavidSven Thanks for the MT. Touch-n-Go is on stage tonight in just 90 min http://t.co/a0UeVzy4ru,0
698,2334768636,1.46E+18,1636666600,vallecitoswater,#HappyVeteransDay! https://t.co/v8McmX1IgC,0
699,2726510880,7.91E+17,1477331959,PalmdaleH2O,"Golf tournament hosted by @PalmdaleChamber on October 14, 2016. Pics of PWD team wearing  T-shirts designed by Tim Moore. Great Job Team! https://t.co/XqiwQah1D2",0
700,16262993,21330866229,1281978864,LongBeachWater,"RT @LBAirport: Hang out on a taxiway, help the Special Olympics & pull a plane, this Saturday's (8/21/10) Plane Pull, http://tiny.cc/ad4z0.",0
701,602351816,1.48E+18,1641406256,CITYSEM,"FREE COVID TESTING (DRIVE-THRU ONLY) 
*Appointment required
JANUARY 6TH- 28TH
8:30 AM – 4:30 PM  @ Community Center, 1530 Central Avenue 
Schedule an appointment at https://t.co/7HBU9xQKqA or scan the QR code https://t.co/UWLtB9yoeV",0
702,106542303,9.79E+17,1522276318,SweetwaterAuth,"Did you know...@SweetwaterAuth customers can get 25-100 high-efficiency sprinkler nozzles for FREE? That's right - FREE! But hurry – this program expires June 30, 2018. Get your voucher today at https://t.co/5f8pJWkwo4! #WaterWednesday https://t.co/WMFJwGtIlx",0
703,161468853,1.57E+18,1664216911,COGWaterPower,"Be sure to stay cool, and conserve energy between 3:00PM &amp; 7:00PM. Various cooling centers are available throughout Glendale. #MyGlendale #EnergyConservation #StayCool https://t.co/GINCxsG7w4",0
704,17369233,7.88E+17,1476818762,LVMWD,Why Do We Need the California WaterFix? https://t.co/bm7O4sKMTU #CAdrought https://t.co/9BC1Yjl77W,1
705,2327619312,1.49E+18,1643997741,DWAwater,Join the conversation! Attend our virtual workshop on electoral division maps at 6 p.m. on Feb. 9 to share your input. Go to https://t.co/Q9JD4u6ZGT for info and meeting links. 🗺️💧 ⁠ https://t.co/3cblQKflJY,0
706,541868731,5.17E+17,1411995351,nccwd,"If you're experiencing a water emergency after hours, pls page the water technician @ (650) 301-6048 #NCCWD #pacifica http://t.co/234v16tgLw",0
707,41149912,1.29E+18,1596581916,IRWDnews,You know what goes great with cookie on National Chocolate Chip Cookie Day? A cold  glass of water! (Especially if you're lactose intolerant! 😂 😋 ) #NationalChocolateChipCookieDay https://t.co/o6jwN4bSC7,0
708,39857211,2.81E+17,1355936586,CityofRedlands,"REDLANDS: Council won’t end fee waivers for events
Press-Enterprise

Organizers of events like the Bicycle... http://t.co/6jnroelr",0
709,16262993,2180012047,1245084812,LongBeachWater,R/T @melissakeyes: Hey tweeps @Longbeachwater is hosting its quarterly beach cleanup on 6/20 @ 9 Bluff Park....,0
710,245885568,1.25E+18,1587663170,OtayWater,Show off your beautiful #WaterSmart garden for a chance to win various prizes including a $250 gift card to a nursery of your choice! Residential customers are invited to enter @OtayWater's 2020 WaterSmart Landscape Contest. Deadline is May 29. Details: https://t.co/YDs26RcNb9 🌿 https://t.co/9yUOHMlCwP,0
711,305260616,4.31E+17,1391617230,venturawaterCA,"“Ventura River water levels are very low and Lake Casitas, another of our primary water sources, is at 60 percent... http://t.co/eVzLirWARD",0
712,2327619312,9.21E+17,1508449052,DWAwater,Did you know you can use your water meter to #checkforleaks? 💦 https://t.co/1AeveT4x3j,0
714,2327619312,7.26E+17,1461877074,DWAwater,#funfact about 1 million miles of pipe carry water in #US and #Canada. That's enough to circle the earth 40 times https://t.co/yhqZQQu4xO,0
715,921026940,1.21E+18,1577833180,AlamedaCountyWD,"We’re ready 🤩 to get our 2020 flow🚰 on, 🙌but first, let’s take a look👀 back at the people, moments and memories at ACWD that made 2019 so special.  Happy New Year 🎊 from all of us at ACWD🚰! 🎉🥳🌟
#ACWDcares #NYE #HappyNewYear #CAwater https://t.co/bNFA7wRulZ",0
716,305260616,4.89E+17,1405437375,venturawaterCA,Thanks Cindy! Lots of dirt on this car! We'd recommend washing those windows before driving but this car would be... http://t.co/dUBOiwWkRm,0
717,24053573,1798816454,1242334043,CCWD,We've seen golden eagle chicks in two of the five nests were monitoring at Los Vaqueros!  We'll let you know when we see some more.,0
718,245885568,1.21E+18,1578357867,OtayWater,Customers are welcome to stop by our lobby to pick up a FREE copy of the 2020 Faces of the Water Industry calendar. This is the first-ever San Diego County water industry employee calendar. It highlights the important roles of local professionals including Otay employees! https://t.co/NT8cO0HtEu,0
719,16262993,1.36E+18,1613324222,LongBeachWater,"Happy Valentine's Day Long Beach! 💕
 
Show some love to your sewage pipes today by keeping them clear of items like wipes, cotton pads, feminine products, pills or other trash.  

#ValentinesDay2021 #SewerSunday https://t.co/AdibvRqFUN",0
720,41149912,1.12E+18,1555016341,IRWDnews,#ThrowbackThursday Thanks to everyone who attended our Fix a Leak Week workshop! #irwdcommunity https://t.co/DZuSl7Fgih,0
721,2530661071,1.30E+18,1599702726,CityofVallejo,#togetherwecan https://t.co/L0YcjGe1qI,0
722,161468853,1.17E+18,1567892503,COGWaterPower,Our crews are replacing the damaged cable. #glendalepoweroutage https://t.co/r7qxKdu92Z,0
724,602351816,1.10E+18,1550691953,CITYSEM,"City of South El Monte Now Hiring! 

Position: Public Safety Officer (Part-Time)

For more information, click here https://t.co/A0oeMiU0x7 https://t.co/A0oeMiU0x7",0
725,1183996111,1.44E+18,1632233713,RowlandWater,"🍪Happy #NationalPecanCookieDay! 

💧Did you know that 1 pound of pecans is equal to 680-850 gallons of H2o? Isn't it crazy to think about the amount of H2o it takes to grow some of our favorite treats? 

🔎Discover your #WaterFootprint ▶️ https://t.co/XuMwU5PqO6 

#DiscoverRWD https://t.co/VdZ4inVjyc",0
726,59612785,1.47E+18,1639785605,YLWD,"While there is naturally occurring fluoride in our water, YLWD does not add fluoride to its drinking water supplies. To find out what's in your water, visit: https://t.co/Lbg1YFL2O8

#fluoride #waterquality #yorbalindawaterdistrict #ylwd #yorbalinda #waterwednesday #knowyourH20 https://t.co/Bzxf35br2F",0
727,17369233,8.80E+17,1498676511,LVMWD,"Design inspiration for a water efficient garden, #CAFriendly Garden of the month &amp; gardening tips can be found at https://t.co/ziGmzEmnNd https://t.co/gRKedPAaU2",0
728,245885568,1.26E+18,1589569224,OtayWater,"#WaterPros, including Otay Accountant Marinelli McCormick, have been performing essential work from home or in the field to provide safe and reliable services during COVID-19. These vital services remain fully functional and are the foundation of emergency response and recovery. https://t.co/ooUpwpv59p",0
729,932945646,6.49E+17,1443456309,PAUtilities,"Water demand during week 38 was 25.8% lower than in 2013, bringing cumulative savings since June 1 to 34.3%. #drought http://t.co/ufzKcr6OxK",0
730,24053573,2183102977,1245099781,CCWD,GM Walter Bishop is among the speakers at a Commonwealth Club talk June 25. http://bit.ly/18qCoz,0
